Document ID,Question,Label
Doc-617,apa yang harus saya lakukan,Management
Doc-617,apakah saya menderita gangguan kejiwaan,Diagnosis
Doc-618,apa saja bagian sensitif dari mata kita,Information
Doc-618,apakah mengucek mata tindakan yang baik,Information
Doc-618,adakah dampak bahaya nya,Complication
Doc-618,faktor apa yang menyebabkan orang mengucek mata,Cause
Doc-618,apakah ada orang yang sengaja mengucek mata padahal ia tahu bahwa matanya dalam keadaan normal,Information
Doc-618,apakah mengucek mata dapat mengakibatkan kebutaan,Complication
Doc-618,bagaimana tata cara mengucek mata dengan benar dan aman,Information
Doc-619,kira kira apa yang harus di lakukan agar flu batuk n sakit telinga nya bisa sembuh,Management
Doc-619,apa sakitnya teling dia berkaitan dengan flu dan batuk yang di deritanya,Information
Doc-622,bagaimana mengatasi sesak nafas dan ketakutan saya ini dok,Management
Doc-623,apakah penyakit ini bisa menyebabkan gangguan kejiwaan,Diagnosis
Doc-623,bagaimana saya bisa mnenyembuhkan meredakan gejala tersebut,Management
Doc-624,apakah ke tempat psikolog dokter jiwa atau dokter neurolog,PersonORG
Doc-624,siapa sich yang sebaiknya pertama kali ditemui jika terjadi kegawat daruratan yang terjadi bagi pasien gangguan jiwa,PersonORG
Doc-625,bagaimana cara mengatasi depresi yang saya maupun adik saya alami,Management
Doc-626,adakah saran untuk mengatasinya dok,Management
Doc-627,apa ini dapat mengganggu tumbuh kembang saya,Complication
Doc-627,bagaimana untuk jangka panjangnya,Complication
Doc-628,bagai mana harus menanganinya,Management
Doc-628,apakah benar kakak saya menderita depresi,Diagnosis
Doc-628,apakah dengan gejala itu sudah bisa di sebutkan kalau kakak saya benar benar depresi,Diagnosis
Doc-628,apa yang harus saya lakukan,Management
Doc-629,teraphi apa yang harus saya lakukan untuk mengobati depresi,Management
Doc-630,apakah saya depresi stres atau gangguan kejiwaan lainnya,Diagnosis
Doc-631,bagaimana saya harus menanganinya,Management
Doc-631,apakah benar menunjukan gejala depresi,Manifestation
Doc-631,apakah benar dia depresi,Diagnosis
Doc-631,dan apa yang harus saya lakukan,Management
Doc-633,apakah saya memderita depresi,Diagnosis
Doc-633,adakah maag bisa membuat sesak nafas,Complication
Doc-634,apakah itu semua gejala depresi,Manifestation
Doc-636,bagaimana cara mengatasi nya ya dok,Management
Doc-637,bisakah diperbaiki,Prognosis
Doc-637,apakah tulang yang sudah menyambung tetapi bengkok tersebut akah dipatahkan lagi,Information
Doc-637,apakah ada bahayanya selain dari segi keindahan tubuh,OtherEffect
Doc-638,bagaimana cara mengatasi nya supaya bisa lurus kembali dan pembengkakan nya hilang,Management
Doc-639,apakah patah tulang yang seperti itu hanya bisa disembuhkan dengan jalan operasi penggantian bonggol tulang,Management
Doc-639,adakah kemungkinan rasa sakit itu bisa hilang dan ibu saya dapat berjalan lagi tanpa tongkat,Prognosis
Doc-639,apakah kemungkinan terburuk yang dapat terjadi apabila tidak dilakukan tindakan operasi,Complication
Doc-640,sebaiknya dioperasi lagi ganti pen apa nungggu biar tulang nyambung dulu,Management
Doc-641,apakah aman untuk menyambung gigi yang patah biar terlihat rapi,Management
Doc-641,bagaimana kalau dikerjakan oleh ahli tukang gigi yang ada di sekitar kita,Management
Doc-642,apakah bisa hidung saya normal lagi,Prognosis
Doc-642,apakah pipi saya yang melebam ini bisa seperti semula,Prognosis
Doc-642,apakah tulang hidung bisa saya tumbuh lagi,Information
Doc-643,obat apa agar saya dapat cepat berjalan normal kembali,Management
Doc-644,solusinya biar cepat penyembuhannya bagaimana,Management
Doc-645,apa dampak dari terputusnya otot ligamen pada lutut jika tidak di lakukan tindakan operasi,Complication
Doc-645,apakah dengan latihan tertentu maka otot ligamen dapat kembali normal,Prognosis
Doc-645,berapa lama proses penyembuhan pada tulang betis yang patah setelah operasi pemasangan pen,Prognosis
Doc-645,apakah mengkonsumsi ikan gabus dapat mempercepat proses penyembuhan,Management
Doc-646,apakah bisa disambung dengan yang aslinya,Management
Doc-646,kalau di palangka raya sendiri dokter gigi alamatnya di mana ya,PersonORG
Doc-647,apa merokok juga menghambat proses penyembuhan,Information
Doc-647,kiranya berapa lama saya bisa berjalan normal kmbali,Prognosis
Doc-648,kira kira karena apa ya dok,Cause
Doc-648,pakah berbahaya jika ada flek darah kecoklatan muncul saat kehamilan minggu minggu awal dan flek tersebut keluar setiap hari,Complication
Doc-649,apa bedanya darah awal kehamilan dengan darah haid dan kapan terjadinya,Information
Doc-649,apakah darah awal kehamilan datang bersamaan di periode haid,Information
Doc-649,apakah itu darah awal kehamilan atau haid ya dok,Information
Doc-652,apakah itu bisa jadi tanda kehamilan,Manifestation
Doc-653,apakah saya bisa dikatakan tidak subur dan tidak bisa memiliki anak,Diagnosis
Doc-654,apakah umumnya semua ibu hamil mengalami bercak darah atau hanya sebagian saja dok,Information
Doc-656,apakah saya masih bisa meyakinkan hamil atau tidak dengan tes darah beta hcg,Diagnosis
Doc-656,sebaiknya saya tunggu sampai flek berakhir,Diagnosis
Doc-656,apakah efektif hasilnya jika pengecekan darah dilakukan ketika hari saya datang flek,Diagnosis
Doc-657,bagaimana cara membedakan darah haid dan flek tanda kehamilan,Information
Doc-657,apakah dari warna darah volume darah yang keluar atau apa dok,Information
Doc-658,sebaiknya dibolehkan atau tidak untuk berhubungan intim,Information
Doc-658,apakah janin kami masih baik baik saja dok,Diagnosis
Doc-658,berbahaya atau tidak,Complication
Doc-659,apakah darah yang keluar tersebut darah men struasi atau darah sisa nifas dok,Information
Doc-660,ada solusinya dok,Management
Doc-660,kok setelah memakai behel gigi cepat kuning padahal rutin sikat gigi,Information
Doc-661,apakah karena air itu gigi saya jadi kuning,Information
Doc-662,apakah itu penyebabnya,Cause
Doc-662,apakah karena gosok gigi yang terlalu lama,Cause
Doc-662,tetapi setelah lebih dari seminggu kenapa gigi saya kembali seperti awal ya,Cause
Doc-663,apa yang mempengaruhinya dok,Cause
Doc-663,apakah bisa berwarna putih seperti gigi normal dok,Information
Doc-665,kenapa warna gigi saya tidak bisa putih bahkan cenderung kuning padahal sudah sikat gigi,Information
Doc-666,apakah pengaruh kandungan air itu dengan warna gigi,Cause
Doc-668,apakah ada obat tuk memutihkan gigi dari kecil jarang gosok gigi dok,Management
Doc-668,bagaimana solusi untuk gigi saya dok,Management
Doc-672,berapa taksiran harga,Other
Doc-672,langkah apa yang saya lakuka,Management
Doc-672,bagaimana cara menghilangkan warna kuning pada gigi akibat pil kb yang diminum oleh ibu kita,Management
Doc-673,apakah kondisi itu masih dapat menular ke anak lain,Susceptibility
Doc-673,apa anak saya boleh dimasukkan sekolah,Information
Doc-674,dokter apakah tulang yang besar dapat mempengaruhi bertambahnya berat badan,Information
Doc-75,apakah pengaruh ke anak saya nantinya,Susceptibility
Doc-75,apakah itu efek dari obat tersebut,Complication
Doc-75,apa dampak buruknya untuk anak saya,Complication
Doc-75,dan bagaimana mengatasinya,Management
,,
,,
,,
,,
,,
